Year,Data_subsample,Time_resolution,Confidence_interval,Externality,Damages_model,Marginal_or_average,Value
2017,Hills,Time-invariant,Mean,Capacity,AP2,Average,11239055
2017,Hills,Time-invariant,Mean,Capacity,EASIUR,Marginal,11239055
2017,Hills,Time-invariant,Mean,Capacity,EASIUR,Average,11239055
2017,Hills,Time-invariant,P97.5,Climate,AP2,Marginal,12989780
2017,Hills,Time-invariant,P97.5,Health,AP2,Marginal,4759896
2017,Hills,Time-invariant,P97.5,Capacity,AP2,Marginal,14523024
2017,Hills,Time-invariant,P97.5,Capacity,AP2,Average,14523024
2017,Hills,Time-invariant,P97.5,Capacity,EASIUR,Marginal,14523024
2017,Hills,Time-invariant,P97.5,Capacity,EASIUR,Average,14523024
2017,Valley,Intra-day,P2.5,Climate,AP2,Marginal,9864074
2017,Valley,Intra-day,P2.5,Health,AP2,Marginal,3636259
2017,Valley,Intra-day,P2.5,Capacity,AP2,Marginal,11643020
2017,Valley,Intra-day,P2.5,Capacity,AP2,Average,11643020
2017,Valley,Intra-day,P2.5,Capacity,EASIUR,Marginal,11643020
2017,Valley,Intra-day,P2.5,Capacity,EASIUR,Average,11643020
2017,Valley,Intra-day,Mean,Climate,AP2,Marginal,14414574
2017,Valley,Intra-day,Mean,Health,AP2,Marginal,5306193
2017,Valley,Intra-day,Mean,Capacity,AP2,Marginal,16963603
2017,Valley,Intra-day,Mean,Capacity,AP2,Average,16963603
2017,Valley,Intra-day,Mean,Capacity,EASIUR,Marginal,16963603
2017,Valley,Intra-day,Mean,Capacity,EASIUR,Average,16963603
2017,Valley,Intra-day,P97.5,Climate,AP2,Marginal,19125515
2017,Valley,Intra-day,P97.5,Health,AP2,Marginal,7035001
2017,Valley,Intra-day,P97.5,Capacity,AP2,Marginal,22477102
2017,Valley,Intra-day,P97.5,Capacity,AP2,Average,22477102
2017,Valley,Intra-day,P97.5,Capacity,EASIUR,Marginal,22477102
2017,Valley,Intra-day,P97.5,Capacity,EASIUR,Average,22477102
2017,Valley,Time-invariant,P2.5,Climate,AP2,Marginal,10246899
2017,Valley,Time-invariant,P2.5,Health,AP2,Marginal,3759085
2017,Valley,Time-invariant,P2.5,Capacity,AP2,Marginal,11562125
2017,Valley,Time-invariant,P2.5,Capacity,AP2,Average,11562125
2017,Valley,Time-invariant,P2.5,Capacity,EASIUR,Marginal,11562125
2017,Valley,Time-invariant,P2.5,Capacity,EASIUR,Average,11562125
2017,Valley,Time-invariant,Mean,Climate,AP2,Marginal,14215790
2017,Valley,Time-invariant,Mean,Health,AP2,Marginal,5215077
2017,Valley,Time-invariant,Mean,Capacity,AP2,Marginal,16040438
2017,Valley,Time-invariant,Mean,Capacity,AP2,Average,16040438
2017,Valley,Time-invariant,Mean,Capacity,EASIUR,Marginal,16040438
2017,Valley,Time-invariant,Mean,Capacity,EASIUR,Average,16040438
2017,Valley,Time-invariant,P97.5,Climate,AP2,Marginal,18305873
2017,Valley,Time-invariant,P97.5,Health,AP2,Marginal,6715527
2017,Valley,Time-invariant,P97.5,Capacity,AP2,Marginal,20655497
2017,Valley,Time-invariant,P97.5,Capacity,AP2,Average,20655497
2017,Valley,Time-invariant,P97.5,Capacity,EASIUR,Marginal,20655497
2017,Valley,Time-invariant,P97.5,Capacity,EASIUR,Average,20655497
2018,Full dataset,Intra-day,P2.5,Climate,AP2,Marginal,21868552
2018,Full dataset,Intra-day,P2.5,Climate,AP2,Average,25888856
2018,Full dataset,Intra-day,P2.5,Climate,EASIUR,Marginal,21868552
2018,Full dataset,Intra-day,P2.5,Climate,EASIUR,Average,25888856
2018,Full dataset,Intra-day,P2.5,Health,AP2,Marginal,8307038
2018,Full dataset,Intra-day,P2.5,Health,AP2,Average,4721321
2018,Full dataset,Intra-day,P2.5,Health,EASIUR,Marginal,4120911
2018,Full dataset,Intra-day,P2.5,Health,EASIUR,Average,4223270
2018,Full dataset,Intra-day,P2.5,Capacity,AP2,Marginal,27397856
2018,Full dataset,Intra-day,P2.5,Capacity,AP2,Average,27397856
2018,Full dataset,Intra-day,P2.5,Capacity,EASIUR,Marginal,27397856
2018,Full dataset,Intra-day,P2.5,Capacity,EASIUR,Average,27397856
2018,Full dataset,Intra-day,Mean,Climate,AP2,Marginal,28114302
2018,Full dataset,Intra-day,Mean,Climate,AP2,Average,33315060
2018,Full dataset,Intra-day,Mean,Climate,EASIUR,Marginal,28114302
2018,Full dataset,Intra-day,Mean,Climate,EASIUR,Average,33315060
2018,Full dataset,Intra-day,Mean,Health,AP2,Marginal,10681017
2018,Full dataset,Intra-day,Mean,Health,AP2,Average,6074759
2018,Full dataset,Intra-day,Mean,Health,EASIUR,Marginal,5292179
2018,Full dataset,Intra-day,Mean,Health,EASIUR,Average,5433627
2018,Full dataset,Intra-day,Mean,Capacity,AP2,Marginal,34632769
2018,Full dataset,Intra-day,Mean,Capacity,AP2,Average,34632769
2018,Full dataset,Intra-day,Mean,Capacity,EASIUR,Marginal,34632769
2018,Full dataset,Intra-day,Mean,Capacity,EASIUR,Average,34632769
2018,Full dataset,Intra-day,P97.5,Climate,AP2,Marginal,34523806
2018,Full dataset,Intra-day,P97.5,Climate,AP2,Average,40936016
2018,Full dataset,Intra-day,P97.5,Climate,EASIUR,Marginal,34523806
2018,Full dataset,Intra-day,P97.5,Climate,EASIUR,Average,40936016
2018,Full dataset,Intra-day,P97.5,Health,AP2,Marginal,13117185
2018,Full dataset,Intra-day,P97.5,Health,AP2,Average,7463686
2018,Full dataset,Intra-day,P97.5,Health,EASIUR,Marginal,6494172
2018,Full dataset,Intra-day,P97.5,Health,EASIUR,Average,6675723
2018,Full dataset,Intra-day,P97.5,Capacity,AP2,Marginal,42063092
2018,Full dataset,Intra-day,P97.5,Capacity,AP2,Average,42063092
2018,Full dataset,Intra-day,P97.5,Capacity,EASIUR,Marginal,42063092
2018,Full dataset,Intra-day,P97.5,Capacity,EASIUR,Average,42063092
2018,Full dataset,Time-invariant,P2.5,Climate,AP2,Marginal,22182079
2018,Full dataset,Time-invariant,P2.5,Climate,AP2,Average,26382789
2018,Full dataset,Time-invariant,P2.5,Climate,EASIUR,Marginal,22182079
2018,Full dataset,Time-invariant,P2.5,Climate,EASIUR,Average,26382789
2018,Full dataset,Time-invariant,P2.5,Health,AP2,Marginal,8441721
2018,Full dataset,Time-invariant,P2.5,Health,AP2,Average,4808781
2018,Full dataset,Time-invariant,P2.5,Health,EASIUR,Marginal,4154461
2018,Full dataset,Time-invariant,P2.5,Health,EASIUR,Average,4299810
2018,Full dataset,Time-invariant,P2.5,Capacity,AP2,Marginal,24556222
2018,Full dataset,Time-invariant,P2.5,Capacity,AP2,Average,24556222
2018,Full dataset,Time-invariant,P2.5,Capacity,EASIUR,Marginal,24556222
2018,Full dataset,Time-invariant,P2.5,Capacity,EASIUR,Average,24556222
2018,Full dataset,Time-invariant,Mean,Climate,AP2,Marginal,27485219
2018,Full dataset,Time-invariant,Mean,Climate,AP2,Average,32690206
2018,Full dataset,Time-invariant,Mean,Climate,EASIUR,Marginal,27485219
2018,Full dataset,Time-invariant,Mean,Climate,EASIUR,Average,32690206
2018,Full dataset,Time-invariant,Mean,Health,AP2,Marginal,10459910
2018,Full dataset,Time-invariant,Mean,Health,AP2,Average,5958432
2018,Full dataset,Time-invariant,Mean,Health,EASIUR,Marginal,5147682
2018,Full dataset,Time-invariant,Mean,Health,EASIUR,Average,5327779
2018,Full dataset,Time-invariant,Mean,Capacity,AP2,Marginal,30426955
2018,Full dataset,Time-invariant,Mean,Capacity,AP2,Average,30426955
2018,Full dataset,Time-invariant,Mean,Capacity,EASIUR,Marginal,30426955
2018,Full dataset,Time-invariant,Mean,Capacity,EASIUR,Average,30426955
2018,Full dataset,Time-invariant,P97.5,Climate,AP2,Marginal,32905832
2018,Full dataset,Time-invariant,P97.5,Climate,AP2,Average,39137342
2018,Full dataset,Time-invariant,P97.5,Climate,EASIUR,Marginal,32905832
2018,Full dataset,Time-invariant,P97.5,Climate,EASIUR,Average,39137342
2018,Full dataset,Time-invariant,P97.5,Health,AP2,Marginal,12522805
2018,Full dataset,Time-invariant,P97.5,Health,AP2,Average,7133549
2018,Full dataset,Time-invariant,P97.5,Health,EASIUR,Marginal,6162903
2018,Full dataset,Time-invariant,P97.5,Health,EASIUR,Average,6378519
2018,Full dataset,Time-invariant,P97.5,Capacity,AP2,Marginal,36427735
2018,Full dataset,Time-invariant,P97.5,Capacity,AP2,Average,36427735
2018,Full dataset,Time-invariant,P97.5,Capacity,EASIUR,Marginal,36427735
2018,Full dataset,Time-invariant,P97.5,Capacity,EASIUR,Average,36427735
2018,Summer,Intra-day,P2.5,Climate,AP2,Marginal,8558046
2018,Summer,Intra-day,P2.5,Climate,AP2,Average,9881719
2018,Summer,Intra-day,P2.5,Climate,EASIUR,Marginal,8558046
2018,Summer,Intra-day,P2.5,Climate,EASIUR,Average,9881719
2018,Summer,Intra-day,P2.5,Health,AP2,Marginal,3488331
2018,Summer,Intra-day,P2.5,Health,AP2,Average,1798061
2018,Summer,Intra-day,P2.5,Health,EASIUR,Marginal,1676382
2018,Summer,Intra-day,P2.5,Health,EASIUR,Average,1618283
2018,Summer,Intra-day,P2.5,Capacity,AP2,Marginal,34135110
2018,Summer,Intra-day,P2.5,Capacity,AP2,Average,34135110
2018,Summer,Intra-day,P2.5,Capacity,EASIUR,Marginal,34135110
2018,Summer,Intra-day,P2.5,Capacity,EASIUR,Average,34135110
2018,Summer,Intra-day,Mean,Climate,AP2,Marginal,11593628
2018,Summer,Intra-day,Mean,Climate,AP2,Average,13398428
2018,Summer,Intra-day,Mean,Climate,EASIUR,Marginal,11593628
2018,Summer,Intra-day,Mean,Climate,EASIUR,Average,13398428
2018,Summer,Intra-day,Mean,Health,AP2,Marginal,4725866
2018,Summer,Intra-day,Mean,Health,AP2,Average,2437735
2018,Summer,Intra-day,Mean,Health,EASIUR,Marginal,2269729
2018,Summer,Intra-day,Mean,Health,EASIUR,Average,2193838
2018,Summer,Intra-day,Mean,Capacity,AP2,Marginal,45211557
2018,Summer,Intra-day,Mean,Capacity,AP2,Average,45211557
2018,Summer,Intra-day,Mean,Capacity,EASIUR,Marginal,45211557
2018,Summer,Intra-day,Mean,Capacity,EASIUR,Average,45211557
2018,Summer,Intra-day,P97.5,Climate,AP2,Marginal,14736542
2018,Summer,Intra-day,P97.5,Climate,AP2,Average,17039509
2018,Summer,Intra-day,P97.5,Climate,EASIUR,Marginal,14736542
2018,Summer,Intra-day,P97.5,Climate,EASIUR,Average,17039509
2018,Summer,Intra-day,P97.5,Health,AP2,Marginal,6007208
2018,Summer,Intra-day,P97.5,Health,AP2,Average,3100028
2018,Summer,Intra-day,P97.5,Health,EASIUR,Marginal,2884058
2018,Summer,Intra-day,P97.5,Health,EASIUR,Average,2789749
2018,Summer,Intra-day,P97.5,Capacity,AP2,Marginal,56688065
2018,Summer,Intra-day,P97.5,Capacity,AP2,Average,56688065
2018,Summer,Intra-day,P97.5,Capacity,EASIUR,Marginal,56688065
2018,Summer,Intra-day,P97.5,Capacity,EASIUR,Average,56688065
2018,Summer,Time-invariant,P2.5,Climate,AP2,Marginal,8566470
2018,Summer,Time-invariant,P2.5,Climate,AP2,Average,9927080
2018,Summer,Time-invariant,P2.5,Climate,EASIUR,Marginal,8566470
2018,Summer,Time-invariant,P2.5,Climate,EASIUR,Average,9927080
2018,Summer,Time-invariant,P2.5,Health,AP2,Marginal,3488961
2018,Summer,Time-invariant,P2.5,Health,AP2,Average,1805907
2018,Summer,Time-invariant,P2.5,Health,EASIUR,Marginal,1673991
2018,Summer,Time-invariant,P2.5,Health,EASIUR,Average,1624557
2018,Summer,Time-invariant,P2.5,Capacity,AP2,Marginal,30079504
2018,Summer,Time-invariant,P2.5,Capacity,AP2,Average,30079504
2018,Summer,Time-invariant,P2.5,Capacity,EASIUR,Marginal,30079504
2018,Summer,Time-invariant,P2.5,Capacity,EASIUR,Average,30079504
2018,Summer,Time-invariant,Mean,Climate,AP2,Marginal,11201975
2018,Summer,Time-invariant,Mean,Climate,AP2,Average,12981181
2018,Summer,Time-invariant,Mean,Climate,EASIUR,Marginal,11201975
2018,Summer,Time-invariant,Mean,Climate,EASIUR,Average,12981181
2018,Summer,Time-invariant,Mean,Health,AP2,Marginal,4562352
2018,Summer,Time-invariant,Mean,Health,AP2,Average,2361500
2018,Summer,Time-invariant,Mean,Health,EASIUR,Marginal,2189000
2018,Summer,Time-invariant,Mean,Health,EASIUR,Average,2124358
2018,Summer,Time-invariant,Mean,Capacity,AP2,Marginal,39333569
2018,Summer,Time-invariant,Mean,Capacity,AP2,Average,39333569
2018,Summer,Time-invariant,Mean,Capacity,EASIUR,Marginal,39333569
2018,Summer,Time-invariant,Mean,Capacity,EASIUR,Average,39333569
2018,Summer,Time-invariant,P97.5,Climate,AP2,Marginal,13918074
2018,Summer,Time-invariant,P97.5,Climate,AP2,Average,16128677
2018,Summer,Time-invariant,P97.5,Climate,EASIUR,Marginal,13918074
2018,Summer,Time-invariant,P97.5,Climate,EASIUR,Average,16128677
2018,Summer,Time-invariant,P97.5,Health,AP2,Marginal,5668568
2018,Summer,Time-invariant,P97.5,Health,AP2,Average,2934084
2018,Summer,Time-invariant,P97.5,Health,EASIUR,Marginal,2719758
2018,Summer,Time-invariant,P97.5,Health,EASIUR,Average,2639442
2018,Summer,Time-invariant,P97.5,Capacity,AP2,Marginal,48870625
2018,Summer,Time-invariant,P97.5,Capacity,AP2,Average,48870625
2018,Summer,Time-invariant,P97.5,Capacity,EASIUR,Marginal,48870625
2018,Summer,Time-invariant,P97.5,Capacity,EASIUR,Average,48870625
2018,Winter,Intra-day,P2.5,Climate,AP2,Marginal,12995337
2018,Winter,Intra-day,P2.5,Climate,AP2,Average,15730062
2018,Winter,Intra-day,P2.5,Climate,EASIUR,Marginal,12995337
2018,Winter,Intra-day,P2.5,Climate,EASIUR,Average,15730062
2018,Winter,Intra-day,P2.5,Health,AP2,Marginal,4625831
2018,Winter,Intra-day,P2.5,Health,AP2,Average,2872300
2018,Winter,Intra-day,P2.5,Health,EASIUR,Marginal,2554711
2018,Winter,Intra-day,P2.5,Health,EASIUR,Average,2555991
2018,Winter,Intra-day,P2.5,Capacity,AP2,Marginal,23217581
2018,Winter,Intra-day,P2.5,Capacity,AP2,Average,23217581
2018,Winter,Intra-day,P2.5,Capacity,EASIUR,Marginal,23217581
2018,Winter,Intra-day,P2.5,Capacity,EASIUR,Average,23217581
2018,Winter,Intra-day,Mean,Climate,AP2,Marginal,17232590
2018,Winter,Intra-day,Mean,Climate,AP2,Average,20875163
2018,Winter,Intra-day,Mean,Climate,EASIUR,Marginal,17232590
2018,Winter,Intra-day,Mean,Climate,EASIUR,Average,20875163
2018,Winter,Intra-day,Mean,Health,AP2,Marginal,6131720
2018,Winter,Intra-day,Mean,Health,AP2,Average,3810889
2018,Winter,Intra-day,Mean,Health,EASIUR,Marginal,3378915
2018,Winter,Intra-day,Mean,Health,EASIUR,Average,3391005
2018,Winter,Intra-day,Mean,Capacity,AP2,Marginal,30377465
2018,Winter,Intra-day,Mean,Capacity,AP2,Average,30377465
2018,Winter,Intra-day,Mean,Capacity,EASIUR,Marginal,30377465
2018,Winter,Intra-day,Mean,Capacity,EASIUR,Average,30377465
2018,Winter,Intra-day,P97.5,Climate,AP2,Marginal,21588958
2018,Winter,Intra-day,P97.5,Climate,AP2,Average,26164947
2018,Winter,Intra-day,P97.5,Climate,EASIUR,Marginal,21588958
2018,Winter,Intra-day,P97.5,Climate,EASIUR,Average,26164947
2018,Winter,Intra-day,P97.5,Health,AP2,Marginal,7679931
2018,Winter,Intra-day,P97.5,Health,AP2,Average,4775867
2018,Winter,Intra-day,P97.5,Health,EASIUR,Marginal,4226279
2018,Winter,Intra-day,P97.5,Health,EASIUR,Average,4249497
2018,Winter,Intra-day,P97.5,Capacity,AP2,Marginal,37745638
2018,Winter,Intra-day,P97.5,Capacity,AP2,Average,37745638
2018,Winter,Intra-day,P97.5,Capacity,EASIUR,Marginal,37745638
2018,Winter,Intra-day,P97.5,Capacity,EASIUR,Average,37745638
2018,Winter,Time-invariant,P2.5,Climate,AP2,Marginal,13474233
2018,Winter,Time-invariant,P2.5,Climate,AP2,Average,16361694
2018,Winter,Time-invariant,P2.5,Climate,EASIUR,Marginal,13474233
2018,Winter,Time-invariant,P2.5,Climate,EASIUR,Average,16361694
2018,Winter,Time-invariant,P2.5,Health,AP2,Marginal,4789553
2018,Winter,Time-invariant,P2.5,Health,AP2,Average,2984962
2018,Winter,Time-invariant,P2.5,Health,EASIUR,Marginal,2619108
2018,Winter,Time-invariant,P2.5,Health,EASIUR,Average,2655370
2018,Winter,Time-invariant,P2.5,Capacity,AP2,Marginal,21719790
2018,Winter,Time-invariant,P2.5,Capacity,AP2,Average,21719790
2018,Winter,Time-invariant,P2.5,Capacity,EASIUR,Marginal,21719790
2018,Winter,Time-invariant,P2.5,Capacity,EASIUR,Average,21719790
2018,Winter,Time-invariant,Mean,Climate,AP2,Marginal,17001357
2018,Winter,Time-invariant,Mean,Climate,AP2,Average,20644662
2018,Winter,Time-invariant,Mean,Climate,EASIUR,Marginal,17001357
2018,Winter,Time-invariant,Mean,Climate,EASIUR,Average,20644662
2018,Winter,Time-invariant,Mean,Health,AP2,Marginal,6043305
2018,Winter,Time-invariant,Mean,Health,AP2,Average,3766330
2018,Winter,Time-invariant,Mean,Health,EASIUR,Marginal,3304707
2018,Winter,Time-invariant,Mean,Health,EASIUR,Average,3350461
2018,Winter,Time-invariant,Mean,Capacity,AP2,Marginal,27405338
2018,Winter,Time-invariant,Mean,Capacity,AP2,Average,27405338
2018,Winter,Time-invariant,Mean,Capacity,EASIUR,Marginal,27405338
2018,Winter,Time-invariant,Mean,Capacity,EASIUR,Average,27405338
2018,Winter,Time-invariant,P97.5,Climate,AP2,Marginal,20610460
2018,Winter,Time-invariant,P97.5,Climate,AP2,Average,25027177
2018,Winter,Time-invariant,P97.5,Climate,EASIUR,Marginal,20610460
2018,Winter,Time-invariant,P97.5,Climate,EASIUR,Average,25027177
2018,Winter,Time-invariant,P97.5,Health,AP2,Marginal,7326198
2018,Winter,Time-invariant,P97.5,Health,AP2,Average,4565858
2018,Winter,Time-invariant,P97.5,Health,EASIUR,Marginal,4006241
2018,Winter,Time-invariant,P97.5,Health,EASIUR,Average,4061708
2018,Winter,Time-invariant,P97.5,Capacity,AP2,Marginal,33223030
2018,Winter,Time-invariant,P97.5,Capacity,AP2,Average,33223030
2018,Winter,Time-invariant,P97.5,Capacity,EASIUR,Marginal,33223030
2018,Winter,Time-invariant,P97.5,Capacity,EASIUR,Average,33223030
2018,Coast,Intra-day,P2.5,Climate,AP2,Marginal,1055695
2018,Coast,Intra-day,P2.5,Climate,AP2,Average,1231357
2018,Coast,Intra-day,P2.5,Climate,EASIUR,Marginal,1055695
2018,Coast,Intra-day,P2.5,Climate,EASIUR,Average,1231357
2018,Coast,Intra-day,P2.5,Health,AP2,Marginal,391162.6
2018,Coast,Intra-day,P2.5,Health,AP2,Average,225004.5
2018,Coast,Intra-day,P2.5,Health,EASIUR,Marginal,203924
2018,Coast,Intra-day,P2.5,Health,EASIUR,Average,201491.4
2018,Coast,Intra-day,P2.5,Capacity,AP2,Marginal,2152750
2018,Coast,Intra-day,P2.5,Capacity,AP2,Average,2152750
2018,Coast,Intra-day,P2.5,Capacity,EASIUR,Marginal,2152750
2018,Coast,Intra-day,P2.5,Capacity,EASIUR,Average,2152750
2018,Coast,Intra-day,Mean,Climate,AP2,Marginal,3251093
2018,Coast,Intra-day,Mean,Climate,AP2,Average,3837084
2018,Coast,Intra-day,Mean,Climate,EASIUR,Marginal,3251093
2018,Coast,Intra-day,Mean,Climate,EASIUR,Average,3837084
2018,Coast,Intra-day,Mean,Health,AP2,Marginal,1223769
2018,Coast,Intra-day,Mean,Health,AP2,Average,700133.8
2018,Coast,Intra-day,Mean,Health,EASIUR,Marginal,616212.8
2018,Coast,Intra-day,Mean,Health,EASIUR,Average,626327.1
2018,Coast,Intra-day,Mean,Capacity,AP2,Marginal,4688528
2018,Coast,Intra-day,Mean,Capacity,AP2,Average,4688528
2018,Coast,Intra-day,Mean,Capacity,EASIUR,Marginal,4688528
2018,Coast,Intra-day,Mean,Capacity,EASIUR,Average,4688528
2018,Coast,Intra-day,P97.5,Climate,AP2,Marginal,5593241
2018,Coast,Intra-day,P97.5,Climate,AP2,Average,6616947
2018,Coast,Intra-day,P97.5,Climate,EASIUR,Marginal,5593241
2018,Coast,Intra-day,P97.5,Climate,EASIUR,Average,6616947
2018,Coast,Intra-day,P97.5,Health,AP2,Marginal,2111960
2018,Coast,Intra-day,P97.5,Health,AP2,Average,1207013
2018,Coast,Intra-day,P97.5,Health,EASIUR,Marginal,1056086
2018,Coast,Intra-day,P97.5,Health,EASIUR,Average,1079554
2018,Coast,Intra-day,P97.5,Capacity,AP2,Marginal,7400078
2018,Coast,Intra-day,P97.5,Capacity,AP2,Average,7400078
2018,Coast,Intra-day,P97.5,Capacity,EASIUR,Marginal,7400078
2018,Coast,Intra-day,P97.5,Capacity,EASIUR,Average,7400078
2018,Coast,Time-invariant,P2.5,Climate,AP2,Marginal,1206928
2018,Coast,Time-invariant,P2.5,Climate,AP2,Average,1433822
2018,Coast,Time-invariant,P2.5,Climate,EASIUR,Marginal,1206928
2018,Coast,Time-invariant,P2.5,Climate,EASIUR,Average,1433822
2018,Coast,Time-invariant,P2.5,Health,AP2,Marginal,458720.7
2018,Coast,Time-invariant,P2.5,Health,AP2,Average,261441.8
2018,Coast,Time-invariant,P2.5,Health,EASIUR,Marginal,226202.9
2018,Coast,Time-invariant,P2.5,Health,EASIUR,Average,233733.5
2018,Coast,Time-invariant,P2.5,Capacity,AP2,Marginal,1304360
2018,Coast,Time-invariant,P2.5,Capacity,AP2,Average,1304360
2018,Coast,Time-invariant,P2.5,Capacity,EASIUR,Marginal,1304360
2018,Coast,Time-invariant,P2.5,Capacity,EASIUR,Average,1304360
2018,Coast,Time-invariant,Mean,Climate,AP2,Marginal,3105115
2018,Coast,Time-invariant,Mean,Climate,AP2,Average,3688855
2018,Coast,Time-invariant,Mean,Climate,EASIUR,Marginal,3105115
2018,Coast,Time-invariant,Mean,Climate,EASIUR,Average,3688855
2018,Coast,Time-invariant,Mean,Health,AP2,Marginal,1180170
2018,Coast,Time-invariant,Mean,Health,AP2,Average,672622.5
2018,Coast,Time-invariant,Mean,Health,EASIUR,Marginal,581962
2018,Coast,Time-invariant,Mean,Health,EASIUR,Average,601336.3
2018,Coast,Time-invariant,Mean,Capacity,AP2,Marginal,3355784
2018,Coast,Time-invariant,Mean,Capacity,AP2,Average,3355784
2018,Coast,Time-invariant,Mean,Capacity,EASIUR,Marginal,3355784
2018,Coast,Time-invariant,Mean,Capacity,EASIUR,Average,3355784
2018,Coast,Time-invariant,P97.5,Climate,AP2,Marginal,5112274
2018,Coast,Time-invariant,P97.5,Climate,AP2,Average,6073347
2018,Coast,Time-invariant,P97.5,Climate,EASIUR,Marginal,5112274
2018,Coast,Time-invariant,P97.5,Climate,EASIUR,Average,6073347
2018,Coast,Time-invariant,P97.5,Health,AP2,Marginal,1943038
2018,Coast,Time-invariant,P97.5,Health,AP2,Average,1107408
2018,Coast,Time-invariant,P97.5,Health,EASIUR,Marginal,958144.6
2018,Coast,Time-invariant,P97.5,Health,EASIUR,Average,990042.5
2018,Coast,Time-invariant,P97.5,Capacity,AP2,Marginal,5524976
2018,Coast,Time-invariant,P97.5,Capacity,AP2,Average,5524976
2018,Coast,Time-invariant,P97.5,Capacity,EASIUR,Marginal,5524976
2018,Coast,Time-invariant,P97.5,Capacity,EASIUR,Average,5524976
2018,Hills,Intra-day,P2.5,Climate,AP2,Marginal,6856573
2018,Hills,Intra-day,P2.5,Climate,AP2,Average,8067177
2018,Hills,Intra-day,P2.5,Climate,EASIUR,Marginal,6856573
2018,Hills,Intra-day,P2.5,Climate,EASIUR,Average,8067177
2018,Hills,Intra-day,P2.5,Health,AP2,Marginal,2593881
2018,Hills,Intra-day,P2.5,Health,AP2,Average,1472562
2018,Hills,Intra-day,P2.5,Health,EASIUR,Marginal,1300890
2018,Hills,Intra-day,P2.5,Health,EASIUR,Average,1317503
2018,Hills,Intra-day,P2.5,Capacity,AP2,Marginal,9422019
2018,Hills,Intra-day,P2.5,Capacity,AP2,Average,9422019
2018,Hills,Intra-day,P2.5,Capacity,EASIUR,Marginal,9422019
2018,Hills,Intra-day,P2.5,Capacity,EASIUR,Average,9422019
2018,Hills,Intra-day,Mean,Climate,AP2,Marginal,10512163
2018,Hills,Intra-day,Mean,Climate,AP2,Average,12406958
2018,Hills,Intra-day,Mean,Climate,EASIUR,Marginal,10512163
2018,Hills,Intra-day,Mean,Climate,EASIUR,Average,12406958
2018,Hills,Intra-day,Mean,Health,AP2,Marginal,3980588
2018,Hills,Intra-day,Mean,Health,AP2,Average,2263730
2018,Hills,Intra-day,Mean,Health,EASIUR,Marginal,1987675
2018,Hills,Intra-day,Mean,Health,EASIUR,Average,2025015
2018,Hills,Intra-day,Mean,Capacity,AP2,Marginal,13690280
2018,Hills,Intra-day,Mean,Capacity,AP2,Average,13690280
2018,Hills,Intra-day,Mean,Capacity,EASIUR,Marginal,13690280
2018,Hills,Intra-day,Mean,Capacity,EASIUR,Average,13690280
2018,Hills,Intra-day,P97.5,Climate,AP2,Marginal,14346593
2018,Hills,Intra-day,P97.5,Climate,AP2,Average,16959054
2018,Hills,Intra-day,P97.5,Climate,EASIUR,Marginal,14346593
2018,Hills,Intra-day,P97.5,Climate,EASIUR,Average,16959054
2018,Hills,Intra-day,P97.5,Health,AP2,Marginal,5435040
2018,Hills,Intra-day,P97.5,Health,AP2,Average,3093600
2018,Hills,Intra-day,P97.5,Health,EASIUR,Marginal,2708088
2018,Hills,Intra-day,P97.5,Health,EASIUR,Average,2767139
2018,Hills,Intra-day,P97.5,Capacity,AP2,Marginal,18173442
2018,Hills,Intra-day,P97.5,Capacity,AP2,Average,18173442
2018,Hills,Intra-day,P97.5,Capacity,EASIUR,Marginal,18173442
2018,Hills,Intra-day,P97.5,Capacity,EASIUR,Average,18173442
2018,Hills,Time-invariant,P2.5,Climate,AP2,Marginal,7300343
2018,Hills,Time-invariant,P2.5,Climate,AP2,Average,8675946
2018,Hills,Time-invariant,P2.5,Climate,EASIUR,Marginal,7300343
2018,Hills,Time-invariant,P2.5,Climate,EASIUR,Average,8675946
2018,Hills,Time-invariant,P2.5,Health,AP2,Marginal,2774959
2018,Hills,Time-invariant,P2.5,Health,AP2,Average,1581642
2018,Hills,Time-invariant,P2.5,Health,EASIUR,Marginal,1368607
2018,Hills,Time-invariant,P2.5,Health,EASIUR,Average,1414196
2018,Hills,Time-invariant,P2.5,Capacity,AP2,Marginal,8075078
2018,Hills,Time-invariant,P2.5,Capacity,AP2,Average,8075078
2018,Hills,Time-invariant,P2.5,Capacity,EASIUR,Marginal,8075078
2018,Hills,Time-invariant,P2.5,Capacity,EASIUR,Average,8075078
2018,Hills,Time-invariant,Mean,Climate,AP2,Marginal,10160763
2018,Hills,Time-invariant,Mean,Climate,AP2,Average,12075354
2018,Hills,Time-invariant,Mean,Climate,EASIUR,Marginal,10160763
2018,Hills,Time-invariant,Mean,Climate,EASIUR,Average,12075354
2018,Hills,Time-invariant,Mean,Health,AP2,Marginal,3862243
2018,Hills,Time-invariant,Mean,Health,AP2,Average,2201360
2018,Hills,Time-invariant,Mean,Health,EASIUR,Marginal,1904854
2018,Hills,Time-invariant,Mean,Health,EASIUR,Average,1968305
2018,Hills,Time-invariant,Mean,Capacity,AP2,Marginal,11239055
2018,Hills,Time-invariant,Mean,Capacity,AP2,Average,11239055
